,Authors.full.names,Title,Year,Source.title,Cited.by,DOI,Link,Abstract,Author.Keywords,Index.Keywords,Language.of.Original.Document,Source,Document.Type,doi_n,asreview_group_id,asreview_label,asreview_time,asreview_note
259,"Maurya, Manish; Singh, Jayant K.",effect of ionic liquid impregnation in highly water stable metal organic frameworks covalent organic frameworks and carbonbased adsorbents for post combustion flue gas treatment,2019,ENERGY & FUELS,,10.1021/acs.energyfuels.9b00179,0,"In this work, a comparative study on water-stable microporous adsorbents is conducted computationally in the quest of a suitable adsorbent for post-combustion CO2 capture. In this regard, three metal-organic frameworks (MOFs), two covalent organic frameworks (COFs), and a single-wall carbon nanotube (SWCNT) are investigated under the same flue gas conditions. The simulation results show that the pure component adsorption capacity for CO2, follows the order SWCNT > InOF-1 > COF-300 > UiO-66 > COF-108 > ZIF-8 at post-combustion conditions. Further, these materials are impregnated with ionic liquids to examine the effect on the CO2, separation ability of these materials. The adsorption capacity enhances by incorporating ionic liquids, especially [EMIM] [SCN] compared to [EMIM] [BF4] as a result of a stronger interaction and being less bulky in nature. We further tested the effect of the presence of other components of flue gas on the selectivity of CO2, over N-2, and we found that the presence of SO2 and water vapor reduces the CO2, selectivity in all of the materials considered in this work. Performance in terms of CO2, selectivity of these materials is tested in the presence of all major components of flue gas, and we found that, under the same thermodynamic conditions, it follows the order InOF-1 > COF-300 > UiO-66 > SWCNT > COF-108 approximate to ZIF-8. The CO2/N-2 selectivity increases significantly after impregnating materials with ionic liquids. In the presence of water, InOF-1 completely discard N-2, showing infinitely large selectivity for CO2/N-2. In humid conditions, the difference in selectivity between pristine and composite materials decreases significantly.",,,,Web of Science,,10.1021/acs.energyfuels.9b00179,259,0,2026-07-02 05:36:05,
231,"Hu, Wei; Wang, Xin; Tan, Khery; Cai, Yiyu",digital twin enhanced predictive maintenance for indoor climate a parallel lstm autoencoder failure prediction approach,2023,ENERGY AND BUILDINGS,,10.1016/j.enbuild.2023.113738,0,"Recently, the emergency of predictive maintenance (PdM) in the building industry has expanded from facilities to indoor climates, as air quality is highly relevant to residential health, comfort, and work efficiency. Besides, digital twin (DT) is considered as an effective solution for PdM deployment because it significantly enhances data-driven insights and enables proactive interventions. However, most existing studies on indoor climate focus on condition monitoring or anomaly detection rather than failure prediction, which has higher requirements for data and algorithms. In this study, the remaining useful life (RUL) and time shift (TS) methods are employed to split the prediction problem into the combination of a supervised and an unsupervised subtask, followed by the development of a parallel prediction model integrating the long short-term memory network (LSTM) and autoencoder (AE) methods. Besides, a DT-enabled PdM framework has been proposed for indoor climates, validated through the establishment of an online platform designed to reconstruct the 3D building model and demonstrate real-time monitoring and alert information of indoor climates. Experiments show the effectiveness of the proposed model under different warning times and fault severity through a comparison study with other 4 benchmark models based on a practical dataset collected from different buildings in Singapore, while the practical online platform serves as an illustrative case for future DT-enhanced PdM solutions.",,,,Web of Science,,10.1016/j.enbuild.2023.113738,231,0,2026-07-02 05:36:17,
852,"Sumell, Albert Joseph",the role of amenities in the location decisions of ph d recipients in science and engineering,2005,The Role of Amenities in the Location Decisions of Ph.D. Recipients in Science and Engineering,,,https://research.ebsco.com/plink/eb87b0a5-e270-3df8-a581-59524bc77370,"Location-specific amenities have been shown to play an increasingly important role in individual migration decisions. The role certain amenities play in the location decisions of the highly educated may be the cause of persistent regional differences in certain types of human capital, and consequently in regional productivity. This dissertation examines the determinants of the location decisions of new Ph.D. recipients in science and engineering (S&E). A discrete choice random utility model of the city location decisions of new Ph.D.s is developed to estimate preferences for city attributes as well as willingness to pay for improved amenity quality. By estimating the value Ph.D.s place on various urban amenities, the results of this research help inform policymakers as to their ability (or inability) to attract and retain highly educated workers to their region through public investment in amenity quality. To link the choice of city with the geographic attributes of cities, a unique micro dataset is used which reports the planned employment city location of S&E Ph.D. recipients in the U.S. at the time of degree. The primary data comes from the 1997-1999 Survey of Earned Doctorates (SED), administered by Science Resources Statistics of the National Science Foundation. The SED is given to all new doctorate recipients in the U.S. at or near the time of degree, and has a response rate over 90%. The application focuses on approximately 23,000 new Ph.D.s who received their degree in one of twelve S&E fields during the period 1997-1999, and who had made a definite commitment to an employer in a known U.S. metropolitan area. The results consistently suggest that natural amenities, such as summer or winter temperatures, play a larger role in the location decisions of new S&E Ph.D.s than reproducible amenities, such as crime or air quality. The implication is that policymakers have only a limited ability to improve the composition of their workforce through amenity investment. The results also indicate that the influence of amenities on location choice is related to a number of observable characteristics such as age, race, marital status, citizenship, and Ph.D.s' previous migration behavior.","Geographic Labor Mobility; Immigrant Workers ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics","Geographic Labor Mobility; Immigrant Workers ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",eng,EconLit,Dissertation,,852,0,2026-07-02 05:36:24,
830,"Dechezlepretre, Antoine ; Kruse, Tobias",a review of the empirical literature combining economic and environmental performance data at the micro level,2018,A review of the empirical literature combining economic and environmental performance data at the micro-level,,,https://research.ebsco.com/plink/61291b94-a70e-373e-af2d-d7a4b902670b,"This article reviews the empirical literature combining economic and environmental performance data at the micro-level, i.e. firm-or facility-level. The literature has generally found a positive and statistically significant correlation between economic performance, as measured by stock market returns, and environmental performance, as measured by emissions of pollutants or adoption of international environmental standards. The main reason for this finding seems to be that firms that reduce their material and energy costs experience both better economic performance and lower emissions. There is also evidence that greener firms are able to attract more productive employees and face smaller costs of capital, and that the introduction of green products enhances firms' profitability. Only a small and recent literature analyses the joint causal impact of environmental regulations on environmental and economic performance. Interestingly, this literature shows that environmental regulations tend to improve environmental performance while not weakening economic performance. However, the evidence so far is limited to a handful of environmental regulations that are not extremely stringent, so the result cannot be easily generalized. More research is needed to assess the joint effects of environmental regulations on environmental and economic performance, to explore the heterogeneity of these effects across sectors, countries and types of policies, and to understand which policy designs allow improving environmental quality while not altering the economic performance of regulated businesses.",Environmental Economics: General ; Environmental Economics: Government Policy,Environmental Economics: General ; Environmental Economics: Government Policy,eng,EconLit,Working Paper,,830,0,2026-07-02 05:37:45,
550,"Grant, Richard ; Oteng-Ababio, Martin",formalising e waste in ghana an emerging landscape of fragmentation and enduring barriers,2021,Development Southern Africa,,10.1080/0376835X.2020.1823822,https://research.ebsco.com/plink/7ebafb66-7817-3ab1-86eb-899ff1a0fa06,"Since 2016 Ghana has introduced several initiatives to formalise parts of the e-waste economy. This e-waste management system is based on the experiences, expert policy advice and partial funding from the Global North. Employing serial interviewing, we assess the rolling out of this formalisation pathway, the evolving e-waste management landscape and reflect on informal terrain's reconstitution and remaining barriers, such as inadequate funding, low levels of awareness about informal e-waste management among policymakers and the general populace and inadequate training programmes to equip informal operators with technology. Several formal/informal economy overlaps are now visible in a 'gray space.' Some low-skilled e-waste work, ancillary collection services and workplaces are being upgraded and integrated but informal infrastructure remains very deficient. Downgrading of some e-waste work is taking place. Fragmentation of the main hub is occurring as rival informal operations continue in various locations, and new small ventures are emerging in peripheral locations.",Informal Economy; Underground Economy ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Informal Labor Markets ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,Informal Economy; Underground Economy ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Informal Labor Markets ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,eng,EconLit,Journal Article,10.1080/0376835x.2020.1823822,550,0,2026-07-02 05:37:48,
297,"Wang, Haichao; Zong, Zheying; Qin, Yi; Du, Yingjie; Wang, Zhen; Zhang, Chunhui",design and experimental study of a smart tree whitewash device based on human computer interaction,2023,INMATEH-AGRICULTURAL ENGINEERING,,10.35633/inmateh-69-63,0,"Tree whitewash has the functions of parasite prevention and cold protection and is therefore commonly used in the maintenance and management of trees. At present, tree whitewash mainly relies on manual operation, which has the problems of low efficiency, poor quality, and uneven distribution of the whitewash agent. To address this issue, this study developed a smart tree whitewash device based on human-computer interaction. The device was controlled mainly by a programmable logic controller (PLC). Once the trunk information collected by sensors was received by the PLC, it would control the up and down motions of the ball screw to manipulate the mechanical arm for whitewash. In addition, a Mitsubishi GT12 touch screen was adopted to facilitate system operation. Subsequently, a whitewash experiment was performed on poplar trunks with lengths of 10-35 cm using three different whitewash devices, i.e., a backpack sprayer, a semi-automatic tree sprayer, and the proposed smart tree whitewash device; the efficiency and the amount of whitewash agents used were compared. The results suggested that as the tree diameter at breast height increased, the amount of required whitewash agent elevated accordingly. In this case, the time required by the backpack sprayer and the semiautomatic tree sprayer to complete the job both increased, whereas that required by the smart tree whitewash device remained almost identical. In terms of work efficiency, the time required by the smart whitewash device to whitewash a tree was 109.89 s, which was approximately 1/2 of the time required by the backpack sprayer or 2/3 of that required by the semiautomatic tree spraying device. Meanwhile, the amount of whitewash agent required by the smart whitewash device to whitewash a tree was 140.23 g, which was approximately 0.46 of the amount required by the backpack sprayer or 0.74 of that required by the semiautomatic tree spraying device. Therefore, it was concluded that the proposed smart tree whitewash device could not only improve the work efficiency of tree whitewash but also greatly reduce the amount of whitewash agent required, thereby decreasing the cost and minimising environmental pollution. This study provides theoretical guidance and technical support for future research on smart tree whitewash devices.",,,,Web of Science,,10.35633/inmateh-69-63,297,0,2026-07-02 05:37:58,
258,"Bourdakis, Eleftherios; Simone, Angela; Olesen, Bjarne W.",an experimental study of the effect of different starting room temperatures on occupant comfort in danish summer weather,2018,BUILDING AND ENVIRONMENT,,10.1016/j.buildenv.2018.03.046,0,"As office workers will usually have a slightly elevated metabolic rate when arriving at work, they may prefer a room temperature below the comfort range for sedentary activity in the morning. This possibility was studied in an experiment with 25 young people, male and female, exposed to four different conditions. Each condition consisted of two sessions, the simulated commute (activity equivalent to walking to work) and the office session. Each office session had a different starting room temperature, namely 18.5 degrees C, 20 degrees C, 21.5 degrees C or 23 degrees C, followed by an increasing temperature ramp of 1.5K every 30 min. During the last 30 min the temperature remained constant. Physical measurements were continuously recorded and subjective evaluation questionnaires were completed every 30 min. It was observed that, upon arrival at the office-lab, a room temperature of 20 degrees C provided a thermal environment with neutral thermal sensation (0.23), low thermal dissatisfaction (8.6%) and a high level of thermal comfort for the whole body (3.3). It was concluded that, in the cooling season, to improve the thermal sensation of occupants, a lower temperature than is suggested by the existing standards should be maintained in the early office hours, and that this will lead to a lower maximum room temperature during the day, which would result in less demand for cooling during the summer period.",,,,Web of Science,,10.1016/j.buildenv.2018.03.046,258,0,2026-07-02 05:38:02,
331,"Mutyalu, K. B.; Das, V. C.; Rao, K. Srinivasa",effect of fuel injection pressure on performance and emission characteristics of di ci engine with shea olein biodiesel,2018,MATERIALS TODAY-PROCEEDINGS,,10.1016/j.matpr.2017.11.110,0,"The use of diesel engines day by day increased because of their low fuel consumption and high efficiencies. Several attempts were made for search of alternative fuels due to increased environmental pollution and exhaustion of conventional fossil fuels and succeeded in the development of Biodiesel as an alternative fuel. An attempt was made on DI-CI engine using shea olein methyl ester blended with diesel in various proportions to study the engine performance and emissions at different injection pressures. The tests were conducted at constant load at different injection pressures (190, 200, 210, 220, 230 bars). In the present work performance characteristics like Brake thermal efficiency, Specific fuel consumption, exhaust gas temperature and emission characteristics like CO, NOX, HC had been investigated. From the results it is observed that 210 bar injection pressure causes better performance and improved emission characteristics, for all the fuel blends. (c) 2017 Elsevier Ltd. All rights reserved.",,,,Web of Science,,10.1016/j.matpr.2017.11.110,331,0,2026-07-02 05:38:04,
178,"Perera, Ishanka; Hewage, Kasun; Rana, Anber; Sadiq, Rehan",combining energy performance and indoor environmental quality ieq in buildings a systematic review on common ieq guidelines and energy codes in north america,2025,ENERGIES,,10.3390/en18071740,0,"The indoor environmental quality (IEQ) in buildings is vital for health, work efficiency, productivity, and the overall sustainability of buildings. IEQ is governed by four parameters: indoor air quality and thermal, acoustic, and visual comfort. The recent pandemic has compelled people to think beyond energy efficiency and refocus on the health, well-being, and productivity of building occupants. Despite numerous IEQ guidelines and standards, there remains a paucity of systematic research that critically examines the relationship between IEQ and building energy efficiency. This systematic review explores the existing equilibrium and identifies gaps between IEQ standards and building energy codes. Firstly, this review examined the status of the IEQ standards and identified that most of the North American IEQ guidelines cannot achieve energy efficiency targets. Secondly, existing building energy codes were reviewed to determine how well these codes fare with IEQ requirements. It was revealed that the expensive energy certification documents are more focused on IEQ than traditional energy codes. The identified factors indicate that most building energy codes can meet only indoor air quality thresholds (a subset of IEQ), while other parameters are inadequately addressed. This review revealed 19 relationships between IEQs and energy efficiency. Building energy code/IEQ guidelines developers could consider the identified 19 relationships to develop a combined set of guidelines/standards for future building stock. An integration model between IEQ and energy efficiency is proposed as a future research direction to contribute to the better design and construction of modern buildings. The findings will facilitate the construction of healthy and sustainable buildings, and they aim to generate new residential communities that achieve an optimal health-energy-carbon nexus.",,,,Web of Science,,10.3390/en18071740,178,0,2026-07-02 05:38:08,
538,"Shobande, Olatunji A. ; Tiwari, Aviral Kumar ; Ogbeifun, Lawrence ; Trabelsi, Nader",demystifying circular economy and inclusive green growth for promoting energy transition and carbon neutrality in europe,2024,Structural Change and Economic Dynamics,,10.1016/j.strueco.2024.05.016,https://research.ebsco.com/plink/c830ccac-b456-3274-9ab2-f65dfc4a01eb,"This paper examines the role of the circular economy and inclusive green growth in promoting energy transition and carbon neutrality for several European countries during 2009-2021, using an advanced econometric strategy. To achieve this objective, we employed a three-pronged empirical strategy. The first strategy involved standard panel specifications, such as pooled ordinary least squares, Fixed Effects, Roger panel regression, white panel regression, and Driscoll-Kraay standard errors. The second strategy explored the long- and short-term dynamics of the relationships using the dynamic specifications of the Generalised Method of Moments, comprising the augmented Arellano-Bond, Ahn-Schmidt, Arellano-Bond, and Arellano-Bover/Blundell-Bond estimators. It further controls for endoegeneity using the Two stages Lease Square (2SLS and Lewbel 2SLS). The third strategy employed the Machado and Silva quantiles via moments to re-evaluate the heterogeneity drivers of carbon neutrality. Furthermore, an alternative and complementary strategy based on the statistical procedures of Hausman-Taylor and Feasible Generalized Least Squares was employed to verify robustness. The findings suggest that prior carbon emissions positively predict future emissions. Also, our results reveal that the adoption of a circular economy, including green growth and renewable energy, can significantly contribute to reducing carbon emissions. In contrast, domestic economic drivers, and eco-innovation increase carbon emissions. We propose that policymakers mandate producers to oversee the entirety of their product life cycles as a means to mitigate carbon emissions. Furthermore, endorsing training programs and educational initiatives aimed at cultivating the requisite skills for the energy transition and the adoption of circular economy practices is imperative for ensuring the realization of a successful low-carbon economy.",Human Capital; Skills; Occupational Choice; Labor Productivity ; Energy: Demand and Supply; Prices ; Alternative Energy Sources ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Climate; Natural Disasters and Their Management; Global Warming,Human Capital; Skills; Occupational Choice; Labor Productivity ; Energy: Demand and Supply; Prices ; Alternative Energy Sources ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Climate; Natural Disasters and Their Management; Global Warming,eng,EconLit,Journal Article,10.1016/j.strueco.2024.05.016,538,0,2026-07-02 05:38:11,
700,"Pichler, Melanie ; Krenmayr, Nora ; Maneka, Danyal ; Brand, Ulrich ; Hogelsberger, Heinz ; Wissen, Markus",beyond the jobs versus environment dilemma contested social ecological transformations in the automotive industry,2021,Energy Research and Social Science,,10.1016/j.erss.2021.102180,https://research.ebsco.com/plink/33f0cd68-9fe8-3852-94b2-3032aad577f5,"The transport sector is the major contributor to accelerating CO2 emissions, with the highest proportion stemming from road transport and passenger cars. At the same time, the automotive industry drives economic growth, contributes to state revenues and is an important employer. This article departs from this so-called jobs-versus-environment dilemma to discuss barriers and potentials for transformative change in the Austrian automotive (supplier) industry with a special focus on workers and trade unions. Based on a Cultural Political Economy perspective, we firstly analyze the materiality of the Austrian automotive industry and secondly link these structural features to meaning-making and the articulation of crisis construals and imaginaries by workers and their representatives. This analysis helps to better understand the challenges for more transformative change but thirdly also to examine entry points for such a transformation from a labor perspective. We characterize the materiality of the Austrian automotive industry around six interconnected features and identify an improvement, a diversification and a transformation imaginary. Despite a widespread perception of incremental change among the workforce in the automotive industry, we find that there is strong confidence in their knowledge and expertise that could also support a more systemic mobility transformation. As such, the transformation of the Austrian automotive industry exemplifies both the strategic dilemmas and potentials of social-ecological transformations.","Human Capital; Skills; Occupational Choice; Labor Productivity ; Trade Unions: Objectives, Structure, and Effects ; Transactional Relationships; Contracts and Reputation; Networks ; Firm Performance: Size, Diversification, and Scope ; Automobiles; Other Transportation Equipment; Related Parts and Equipment ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Climate; Natural Disasters and Their Management; Global Warming","Human Capital; Skills; Occupational Choice; Labor Productivity ; Trade Unions: Objectives, Structure, and Effects ; Transactional Relationships; Contracts and Reputation; Networks ; Firm Performance: Size, Diversification, and Scope ; Automobiles; Other Transportation Equipment; Related Parts and Equipment ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Climate; Natural Disasters and Their Management; Global Warming",eng,EconLit,Journal Article,10.1016/j.erss.2021.102180,700,0,2026-07-02 05:38:14,
36,"Lochner, Lance",nonproduction benefits of education crime health and good citizenship,2011,"HANDBOOK OF THE ECONOMICS OF EDUCATION, VOL 4",,,,"A growing body of work suggests that education offers a wide range of benefits that extend beyond increases in labor market productivity. Improvements in education can lower crime, improve health, and increase voting and democratic participation. This chapter reviews recent developments on these nonproduction benefits of education.",,,,Web of Science,,,36,0,2026-07-02 05:38:17,
273,"Unel, Bulent; Zebregs, Harm",the dynamics of provincial growth in china a nonparametric approach,2009,IMF STAFF PAPERS,,10.1057/imfsp.2008.1,0,"China's growth performance since the start of economic reforms in 1978 has been impressive, but the gains have not been distributed equally across provinces. We use a nonparametric approach to analyze the variation in labor productivity growth across China's provinces. This approach imposes less structure on the data than the standard growth accounting framework and allows for a breakdown of labor productivity into efficiency gains, technological progress, and capital deepening. We have the following results. First, we find that on average capital deepening accounts for about 75 percent of total labor productivity growth, while efficiency and technological improvements account for about 7 and 18 percent, respectively. Second, technical change is not neutral. Third, whereas improvement in efficiency contributes to convergence in labor productivity between provinces, technical change contributes to productivity disparity across provinces. Finally, we find that foreign direct investment has a positive and significant effect on efficiency growth and technical progress. [JEL O1, O2, O3, O4, O53, P2] IMF Staff Papers (2009) 56, 239-262. doi: 10.1057/imfsp.2008.1; published online 11 March 2008",,,,Web of Science,,10.1057/imfsp.2008.1,273,0,2026-07-02 05:38:21,
49,"Singh, Devi; Kumari, Neeraj; Sharma, Pooja",a review of adverse eeffcts of road traffic noise on human health,2018,FLUCTUATION AND NOISE LETTERS,,10.1142/S021947751830001X,0,"Noise pollution due to road traffic is a potential threat to human health. Since it is a global hazard, the rapid urbanization and exponential traffic growth have aggravated the problem. Population residing along the busy traffic lanes is continuously exposed to the sound levels which are above the permissible limits. This constant exposure to noise pollution is a cause of concern as it leads to several adverse impacts on human health. Traffic noise causes irritation and annoyance, sleep disturbances, cardiovascular disease, risk of stroke, diabetes, hypertension and loss of hearing. It results in decreased work performance. The present review highlights the serious health hazards of road traffic noise (RTN) which needs to be curbed. Preventive measures of noise pollution can help in combating noise-induced health hazards and increased work performance.",,,,Web of Science,,10.1142/s021947751830001x,49,0,2026-07-02 05:38:23,
146,"Tsantaki, Efthymia; Smyrnakis, Emmanouil; Constantinidis, Theodoros C.; Benos, Alexis",indoor air quality and sick building syndrome in a university setting a case study in greece,2022,INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,,10.1080/09603123.2020.1789567,0,"The perceived Indoor Air Quality (IAQ), the prevalence of Sick Building Syndrome (SBS) symptoms and its contributing risk factors were assessed in a university during the period of the economic crisis in Greece. Data was collected from 613 employees via questionnaires. Hierarchical linear regression analysis was performed. The most prevalent perceived IAQ complaints were 'Dust and dirt' (63.2%), 'Room temperature too low' (24.9%) and 'Varying room temperature' (24.4%). The most frequently reported SBS symptom was 'Fatigue' (34.1%). The prevalence of General, Mucosal and Dermal symptoms was 40.8%, 19.8% and 8.1%, respectively. Several contributing risk factors were identified, such as IAQ Discomfort Scale, atopy, sleep problems, female, exposure to biological and chemical agents, PC-use, Psychosocial Work Scale and job satisfaction. Poor perceived IAQ and high prevalence of SBS symptoms were reported from the university staff in a temperate climate country. SBS seemed to be multifactorial.",,,,Web of Science,,10.1080/09603123.2020.1789567,146,0,2026-07-02 05:38:37,
133,"Lee, Young S.; Guerin, Denise A.",indoor environmental quality differences between office types in leed certified buildings in the us,2010,BUILDING AND ENVIRONMENT,,10.1016/j.buildenv.2009.10.019,0,"The study compared IAQ, thermal quality, and lighting quality between 5 different office types in LEED-certified buildings in relation to employees' environmental satisfaction and their job performance. This was to provide workplaces where workers in each specific office environment could be provided with appropriate office settings regarding these IEQ criteria when organizations comply with LEED standards. The five types of office included private enclosed, private shared, open-plan with high cubicle over 5', open-plan with low cubicle lower than 5', and open-plan with no partitions (bullpen) offices. The study found IAQ enhanced workers' job performance in enclosed private offices more than both high cubicles and low cubicles. All four office types had higher satisfaction with the amount of light and visual comfort of light as well as more enhancement with job performance due to lighting quality than high cubicles. There was no difference in thermal quality between the five office types. IAQ and lighting quality were not different between enclosed private, enclosed shared, and bullpen office types, either. The study findings suggest a careful workplace design considering the height of partitions in LEED-certified buildings to improve employee's environmental satisfaction and job performance. (C) 2009 Elsevier Ltd. All rights reserved.",,,,Web of Science,,10.1016/j.buildenv.2009.10.019,133,0,2026-07-02 05:38:42,
690,"Qin, Ming ; Fan, Lin-feng ; Li, Jing ; Li, Yi-fei",the income distribution effects of environmental regulation in china the case of binding so2 reduction targets,2021,Journal of Asian Economics,,10.1016/j.asieco.2021.101272,https://research.ebsco.com/plink/3eaa973b-df6b-3c7a-aa3c-1e7b9c9c17e4,"Faced with serious environmental pollution, strengthening the enforcement of environmental regulations has become a priority for governments, especially with sustainable development as a main goal. However, there is not enough empirical evidence about the income distribution effect of environmental regulations. This paper analyzes binding emissions target as a policy shock of environmental regulation to empirically understand its impact on wage growth and inequality based on household and firm level data from 2002 to 2007 in China. The results show that in more pollution-intensive cities, stricter environmental regulation inhibited wage growth, furthermore widening the income gap between skilled and un-skilled labor. These results were further proofed after taking ventilation coefficients as the instrument variable. Heterogeneous tests show that this negative impact is more serious for un-skilled labor in high-polluting industries and also more significant for those located in the central and eastern parts of China.","Personal Income, Wealth, and Their Distributions ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Wage Level and Structure; Wage Differentials ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty ; Environmental Economics: Government Policy","Personal Income, Wealth, and Their Distributions ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Wage Level and Structure; Wage Differentials ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty ; Environmental Economics: Government Policy",eng,EconLit,Journal Article,10.1016/j.asieco.2021.101272,690,0,2026-07-02 05:38:52,
401,"Gong, Guan; Zhao, Yu",ecology versus economic development effects of china s yangtze river economic belt strategy,2024,INTERNATIONAL STUDIES OF ECONOMICS,,10.1002/ise3.75,0,"This study employs China's Yangtze River Economic Belt strategy as a quasi-natural experiment to investigate the impact of prioritizing green development on economic growth. Our empirical findings show that the strategy significantly reduces urban industrial wastewater discharge. It helps transition the region's industries towards technology-driven service sectors while maintaining a steady economic growth rate. On average, cities in the Yangtze River Economic Belt see a 21.9% decrease in annual industrial wastewater discharge, a 1.9% increase in economic growth rate, a 4.9% rise in the proportion of service industries' contribution to GDP, and a 2.4% increase in the number of employees in productive service industries. Moreover, our empirical results highlight the heterogeneity in the effects of the strategy across different regions, which can be attributed to factors such as population density, infrastructure, levels of human capital, and government governance. The implementation of the Yangtze River Economic Belt strategy offers valuable insights for developing countries on how to balance between economic development and environmental protection.",,,,Web of Science,,10.1002/ise3.75,401,0,2026-07-02 05:39:02,
415,"Zhang, Wenjie; Xu, Ning; Li, Chengyu; Cui, Xinghua; Zhang, He; Chen, Wanxu",impact of digital input on enterprise green productivity micro evidence from the chinese manufacturing industry,2023,JOURNAL OF CLEANER PRODUCTION,,10.1016/j.jclepro.2023.137272,0,"Digital input, as an important engine for high-quality development, has provided new impetus for green transformation and development of manufacturing enterprises. In this study, unique panel data samples matched from the Global Multi-regional Input-output Database from 2000 to 2014, the Chinese Industrial Enterprise database, and the Chinese Industrial Enterprise Pollution Database are used to estimate the green productivity of Chinese manufacturing enterprises by adopting a non-radial and non-angular SBM model that considers unex-pected outputs. Furthermore, a panel Tobit model is adopted to empirically test the impact of digital input on the green productivity of manufacturing enterprises. The research results indicate that: (1) Digital input has a sig-nificant positive impact on the green productivity of manufacturing enterprises, and a series of robustness tests have confirmed this conclusion. This research conclusion provides micro evidence and empirical support for empowering the green transformation of manufacturing enterprises with digital economic development. (2) The heterogeneity analysis indicates that, for different enterprises, digital input contributes more significantly to green productivity in foreign-funded enterprises, state-owned enterprises, and larger-scale enterprises. Regarding industry types, digital input positively contributes to green productivity only in labor-intensive and knowledge -technology-intensive manufacturing enterprises. In terms of regions, the contribution of digital input to the green productivity of enterprises in the east and central regions and regions with higher levels of industrial agglom-eration is more significant. Heterogeneity analysis from different perspectives can help optimize enterprise choice behavior and green transformation development strategies, thus achieving better digital empowerment. (3) Further mechanism tests reveal that digital input promotes the improvement of green productivity of manufacturing enterprises through the effects of technological progress, factor structure optimization, and innovation, thereby providing a feasible path for relying on digital transformation to promote the improvement of green productivity of manufacturing enterprises.",,,,Web of Science,,10.1016/j.jclepro.2023.137272,415,0,2026-07-02 05:39:17,
633,"Atreya, Kishor",farmers willingness to pay for community integrated pest management training in nepal,2007,Agriculture & Human Values,,10.1007/s10460-007-9063-3,https://research.ebsco.com/plink/e9b3b501-629e-37b3-b490-31d323bc5fd7,"The concept of community integrated pest management (IPM), which is well developed in Indonesia and Vietnam, was recently introduced in Nepal. However, it has not been widely practiced, due mainly to lack of financial and technical support. This study determined an individual's willingness to pay (WTP) for community IPM training. Determinants of WTP were identified; and sample average estimates, opportunity costs of training, and probability values were used to estimate WTP for a group of households. Estimated WTP revealed that individuals were in favor of community IPM, hence it could be implemented with the support of local villagers. Community IPM demand functions showed that individuals' knowledge and awareness of pesticide pollution are crucial for implementation. The annual welfare gained by providing five days community IPM training was calculated to be US $25.23 per household.",Human Capital; Skills; Occupational Choice; Labor Productivity ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Economic Development: Human Resources; Human Development; Income Distribution; Migration ; Agricultural R&D; Agricultural Technology; Biofuels; Agricultural Extension Services ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,Human Capital; Skills; Occupational Choice; Labor Productivity ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Economic Development: Human Resources; Human Development; Income Distribution; Migration ; Agricultural R&D; Agricultural Technology; Biofuels; Agricultural Extension Services ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,eng,EconLit,Journal Article,10.1007/s10460-007-9063-3,633,0,2026-07-02 05:39:28,
